SensorReadings,Temperature,Vibration,ProductionSpeed,DefectRate
37.454011884736246,58.52189876925726,1.031238688359326,75.34025946082468,-27.766167857243826
95.07143064099162,25.04839789970293,9.025529066795666,91.78855085479378,9.193124596812229
73.1993941811405,29.697722845676825,5.052523724478571,76.55157264151202,1.2784211585738494
59.86584841970366,73.91325131162475,8.264574661077416,63.305380063558346,-20.200034856781265
15.601864044243651,56.3857435795754,3.2004960103061175,68.09538066509012,-29.094448188998648
15.599452033620265,20.55182309699778,8.955232284962005,119.11681520490886,-18.406384218136775
5.8083612168199465,26.088292571961926,3.892016787341631,80.95005776086887,-20.2620401320989
86.61761457749351,59.81010614648335,0.1083765148029836,104.64047915721132,-19.834894431123622
60.11150117432088,20.30369503077312,9.053819764192637,125.51259062822854,-5.855378997656808
70.80725777960456,29.648483085049918,0.9128667678613356,153.5592242944048,-18.10780657078615
2.0584494295802447,52.924027361995165,3.1931363759041487,55.89682097616484,-30.634879899080985
96.99098521619943,61.513711861561596,9.50061967050805,169.9115598363564,-23.226663404106304
83.24426408004217,59.11767557015603,9.506071469375561,144.18505842363618,-21.847324166519208
21.233911067827616,33.45615856763359,5.734378881232861,62.26385479233079,-14.010052240045372
18.182496720710063,62.73075328085215,6.318372121697992,181.03679361601658,-53.20117804985786
18.34045098534338,34.23494524980801,4.4844552197831975,188.130860079772,-41.92981902734004
30.42422429595377,39.52398188955606,2.9321077169806453,59.161693978229565,-15.003001757770404
52.475643163223786,64.78948430708145,3.2866454536991596,91.53164722208055,-27.621067847806096
43.194501864211574,58.97797394283288,6.725184560770384,170.9301919689592,-41.65402606327608
29.122914019804192,70.95340462965068,7.5237452943768,162.23895355754877,-49.56853650036187
61.18528947223795,59.4567735380206,7.915790437258485,77.6781529034566,-16.53526955159436
13.949386065204184,54.098516200128294,7.896181427945539,81.40239850050655,-27.783084218397633
29.214464853521815,25.620486069685548,0.9120610304869037,105.5708154187073,-19.651419616868655
36.63618432936917,42.06294818356601,4.944203047025814,122.6784477786532,-26.86693769234388
45.606998421703594,35.91214206090353,0.5755876001664428,142.73821572954438,-27.541574861776027
78.51759613930136,34.63937860274501,5.495288823237355,105.33704593546585,-6.121479255282961
19.967378215835975,78.38063328514673,4.41530501373377,119.38020741997218,-50.333874473674165
51.42344384136116,43.58586348000563,8.877041827582998,162.12064072006348,-27.603244885557974
59.24145688620425,73.5227933106268,3.5091501255207866,55.50248043358968,-22.748517853409854
4.645041271999773,57.86831755983577,1.1706701642760586,87.86554165160311,-38.946182431238626
60.75448519014384,67.6886782124989,1.4299168205283586,157.00243788268287,-40.09306130390035
17.052412368729154,50.15822558631153,7.615106317174723,184.2810256530799,-45.92573727635682
6.505159298527952,54.614233077581545,6.182180633162611,126.75161631734991,-41.51280991476596
94.88855372533332,49.55106162913184,1.0112267612279024,129.81702278979736,-17.1177734764367
96.56320330745594,31.71457926788267,0.8410680611499743,66.07580170096641,6.7719385625320765
80.83973481164611,63.34712691569032,7.009691314591199,117.1118550235182,-20.90762088183388
30.46137691733707,36.846341746451344,0.7276300636419353,129.89258996825347,-29.746970101169424
9.767211400638388,21.45895798588723,8.218600592903563,86.37057554520945,-14.332472810316498
68.42330265121569,58.72833775443007,7.062422271564962,90.38648464240714,-16.87173703985236
44.01524937396013,30.626640764422937,0.8134878064189976,106.5926244656934,-17.930009204630785
12.203823484477883,76.42751506117486,0.8483771408519192,53.01067966665896,-39.847713423419634
49.51769101112702,77.23571462015525,9.866395785011754,98.31187483747675,-31.79187739534684
3.4388521115218396,74.89186341322691,3.742707957561203,81.7172010494817,-45.1541973478684
90.9320402078782,42.20952201532666,3.706421470668909,99.1246028266872,-6.327286866735957
25.87799816000169,20.927396991732046,8.127995672575025,67.96431977288768,-5.9599889229791145
66.2522284353982,75.69911375526353,9.472485773838587,183.57909211098425,-43.005751613676196
31.171107608941096,45.69104889903886,9.860010638228708,139.0388680331073,-29.527446935408896
52.00680211778108,77.99928914262017,7.533781852589416,151.86534787167344,-42.745029719206514
54.67102793432797,77.81719862535516,3.762595855309158,168.37568579110075,-49.874095896079446
18.485445552552704,71.1805673280416,0.8350071669866876,124.76632983935859,-48.867657523274794
96.95846277645586,37.66693352417514,7.771469159274368,63.03804321311355,8.709534435967347
77.51328233611146,43.105863716115515,5.58404249735805,130.56598127278215,-16.540008779834192
93.9498941564189,71.06820029101141,4.242220092469763,138.02616770313188,-27.156155171517746
89.48273504276489,39.01532030937666,9.06354385094736,161.81592112764952,-13.867263604723517
59.78999788110851,30.16956480116555,1.1119748230615134,114.7489319344519,-15.022942894356452
92.18742350231169,53.40807574750101,4.926251042908591,69.13704541933456,-4.815752520683338
8.84925020519195,76.16928644964686,0.11353644767419069,92.56638586980867,-49.41895774658856
19.59828624191452,61.76178780049838,4.6866064199412625,104.46234445979526,-36.737117203963194
4.522728891053807,54.203670205361895,0.5630327568183735,146.88758619974018,-49.260571548966254
32.53303307632643,25.830589626246113,1.1881791626807192,135.61674570033676,-23.8112310689189
38.8677289689482,56.90043360195018,1.1752624677710488,103.41450888467693,-31.28928012776467
27.134903177389592,79.4032310062558,6.492103021160636,197.97728731894696,-62.176655784496575
82.87375091519293,28.405040914191442,7.460448792654233,140.86622290353307,-7.553585741526384
35.67533266935893,51.0997791418242,5.833687650971596,85.58401876039918,-22.635824885890177
28.093450968738075,72.64238431567733,9.621725484745419,65.26737089306056,-29.822487110953535
54.26960831582485,64.44611706525227,3.748705795237041,72.9288708776498,-22.54735694165652
14.092422497476264,61.82094445971608,2.8571208628186073,86.89365925767622,-37.18165542725645
80.21969807540397,62.14904503922656,8.685991281894603,74.10220598893335,-10.936270801227334
7.455064367977082,41.56946907318531,2.235958385194526,77.98505360769586,-27.224575094000794
98.68869366005173,37.6155106558696,9.632225394406113,92.76427530407707,4.210687141092599
77.22447692966574,68.56166932871082,0.12154474689816341,76.00603929421322,-21.410101204379156
19.87156815341724,68.60680368075084,9.69878826707639,184.5148136939638,-52.876077444507416
0.5522117123602399,72.02433911480622,0.43159911950576113,62.03506184924633,-43.49193069369022
81.54614284548342,74.79443315338827,8.911431136980712,128.67670843553822,-27.12274581079813
70.68573438476172,50.68054393165627,5.277011090862999,111.55952404844922,-17.455998067501174
72.90071680409874,50.090977681231976,9.929647961193004,197.35679253629095,-30.850651953466446
77.12703466859458,67.89771073800651,0.7379656473539886,66.80583532520785,-18.4922695691976
7.4044651734090365,58.99783584666591,5.538542844013207,109.67833985686124,-40.9618231400659
35.84657285442726,62.1180126354622,9.69302535619099,195.42056499130533,-47.14201620072684
11.586905952512971,67.74756016616607,5.230978441701488,179.82606888409703,-57.793688233179004
86.31034258755935,73.40032050905398,6.293986381352625,172.56081064239197,-36.17479065005027
62.329812682755794,40.27970941109215,6.957486889846171,88.68542405674097,-8.783250276256766
33.08980248526492,42.53497715839664,4.545410647677732,75.63313810850987,-18.63755984721779
6.355835028602364,25.638916390452138,6.275580800840634,150.29648298866465,-32.28332837197163
31.09823217156622,54.69680845977044,5.843143119231002,189.40639836913786,-47.588328655543165
32.518332202674706,22.156536427804525,9.01158010490989,133.51443395208946,-16.414544294408
72.96061783380641,47.93588108794761,0.4544638034145787,135.74190342048496,-24.550225891786813
63.75574713552131,52.5586780824546,2.809631895922303,91.99686404904263,-17.707848292241643
88.72127425763266,37.192475127697065,9.504114840765588,165.42393997879054,-14.452727597722799
47.22149251619493,55.44999563414065,8.902637838909163,78.05656228362851,-17.08978784755612
11.959424593830171,21.830014996342967,4.55656752785713,98.55188546063656,-18.742451209048447
71.3244787222995,22.240891324952866,6.201325978015367,113.81546579246252,-3.1936235756035276
76.07850486168974,69.3560336395795,2.7738118298113266,126.14155680266825,-30.413567984353026
56.127719756949624,41.61143848467577,1.881211597237613,86.36145986226204,-14.723279112463045
77.0967179954561,27.623630759113087,4.636984049399821,67.22552371088054,4.099166760271628
49.379559636439076,51.334595603288264,3.533522280260528,141.59300636624488,-31.14691464677076
52.27328293819941,66.19961318591665,5.836561118508721,93.29458298603836,-26.93403170141905
42.75410183585496,32.949261649810595,0.7773463696498484,137.18573321339184,-25.466253577341348
2.541912674409519,57.373428549140016,9.743948076661665,73.15440729113035,-30.91606438291699
10.789142699330444,25.120847899626078,9.86210744479603,122.17101527822263,-21.882881796161747
3.142918568673425,23.10090327011646,6.981617140197452,129.8884148827379,-26.544226158419534
63.64104112637804,51.88127789408888,5.360963663441204,57.77353052336404,-10.50544234572331
31.435598107632668,52.43810729660639,3.0952761628632777,100.49064172908808,-30.393901958879574
50.85706911647028,58.24579408989239,8.137950197069486,70.16220154084614,-16.83001943321435
90.7566473926093,63.56548002335969,6.847311725538793,59.50624557091516,-6.578443981138963
24.929222914887493,78.55112476775207,1.626169393448913,198.49403485849177,-65.44927557387024
41.038292303562976,50.97802089807172,9.109271844938425,98.35307674620844,-21.462430849219057
75.55511385430486,39.377388376474755,8.22537242923169,171.4811668781952,-20.386841854441943
22.879816549162246,67.71117168612221,9.49799913291924,88.19609821456459,-33.25214096833657
7.697990982879299,36.24993507572445,7.2571950838836,152.22540833358937,-36.569767713698944
28.9751452913768,46.338285242338166,6.134151959357899,164.034178983453,-37.89160583134727
16.122128725400444,24.70738288053596,4.182430362906189,139.34581109117664,-27.94770017565636
92.96976523425731,21.52104460492745,9.327284833540133,120.73642828252376,4.716347372644044
80.8120379564417,77.7589048806755,8.660638895004084,111.77613712209029,-26.779913053439362
63.34037565104234,70.15880723073235,0.45218670106189407,102.3302399814493,-30.71223040693718
87.14605901877177,61.75845236562188,0.26366974497252005,189.4293716371739,-37.200415241926905
80.36720768991145,44.53717666485619,3.7646336687804958,174.5929111681594,-25.313749823783255
18.657005888603585,30.397659204250747,8.105533307818328,194.7540365999769,-37.387316348094096
89.25589984899777,29.38622256026516,9.872761293149445,68.64458352283171,11.098412097436302
53.93422419156507,35.01457388987572,1.5041689110352818,159.63012128054663,-26.692940673343905
80.74401551640625,52.95359988236723,5.941307153521351,190.75106852315568,-32.16533109909374
